"","token","completed","browser","platform","date_land","date_submit","user_agent","referer","network_id","list_iVD4_choice","opinionscale_nW40","opinionscale_LMTT","opinionscale_54545284","yesno_a0SN","textarea_WkNg","list_iVD4_other"
"32","0114deb2f9ba9e00da37d4b889116b77","1","touch","mobile","2017-07-01 08:45:59","2017-07-01 08:46:50","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E277 Safari/602.1","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","735e9c3850","Data Scientist","1","1","1","0",NA,NA
"33","5d1c07bfc0630457dd94ece0fb07e409","1","touch","mobile","2017-07-01 09:53:21","2017-07-01 09:54:28","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","039a0bdfad","Statistician","4","5","1","0",NA,NA
"34","8a5070ba5f4d3a2f61889603a450e698","1","touch","mobile","2017-07-02 00:16:19","2017-07-02 00:17:54","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","30e33c97dd","Data Scientist","1","1","3","0","Learn neat skills to further my R knowledge and also expand functionality to C++.",NA
"35","2ec232f79da884852d694df6d2c96b9c","1","default","other","2017-07-02 11:40:17","2017-07-02 11:44:31","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:54.0) Gecko/20100101 Firefox/54.0","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","04ce3198e6","Biologist","3","1","2","1","Knowledge on how functions to make functions faster, how to distribute processes (when simulating many models) to several cores, how to use C++ in R (what are the benefits and how to do that)",NA
"36","00cd1efc638510124e0b5c56b0dc8c2b","1","touch","mobile","2017-07-02 11:48:45","2017-07-02 11:49:35","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","1ead6924bc","Data Scientist","1","1","7","0",NA,NA
"37","06e7ac66377b395fad0c807c07377a78","1","touch","mobile","2017-07-02 13:35:22","2017-07-02 13:37:04","Mozilla/5.0 (Linux; Android 6.0.1; SM-A310F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","dbb36236e8","Statistician","1","1","4","0","Enough knowledge to build very useful r packages from my Ph.D work",NA
"38","bd82222d72145402812e553272de8058","1","default","other","2017-07-02 17:06:20","2017-07-02 17:07:46","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","dc3d7061d3","Statistician","1","1","2","1","to be more efficient :D",NA
"39","0b239436041e60b70ab2a107a185f4aa","1","default","other","2017-07-02 17:30:43","2017-07-02 17:32:16","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/603.2.5 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.5","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","aa39b012d4","Statistician","2","2","2","1",NA,NA
"40","eb077d58e5092b7cbd4bdf88f106522f","1","touch","mobile","2017-07-03 00:20:25","2017-07-03 00:21:57","Mozilla/5.0 (Linux; U; Android 6.0.1; en-us; Redmi Note 3 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/53.0.2785.146 Mobile Safari/537.36 XiaoMi/MiuiBrowser/8.9.3","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","ea2e328b93",NA,NA,"5","4","0",NA,"Social scientist"
"41","5838b9920a716e7c8dec9a7b751b9bc1","1","default","other","2017-07-03 06:47:45","2017-07-03 06:55:57","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","5eb141b71b","Data Scientist","3","2","3","0",NA,NA
"42","d6525fec9c0b4a10d9c012dd675dc69e","1","default","other","2017-07-03 07:26:25","2017-07-03 07:28:23","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","26765694ba","Statistician","1","1","6","1","Examples of common R usage (that I use) that have more efficient alternatives.  ",NA
"43","075f19a902672fa7107e5e64c5d0ba30","1","default","other","2017-07-03 07:52:31","2017-07-03 08:07:28","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","0e955f6690","Data Scientist","3","3","2","0","Learning to write efficient code",NA
"44","01a11985a1cae999963e9ec48ffd31b9","1","default","other","2017-07-03 08:07:21","2017-07-03 08:08:08","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","23520e4bbc","Data Scientist","1","1","2","0","Insights in how to program more efficiently in R",NA
"45","d4f675b02835d3797cd8a177bb11873c","1","default","other","2017-07-03 08:40:20","2017-07-03 08:42:57","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","4b0cf45b48",NA,"2","1","7","1","To have some structured teaching in a world of self-education","Transitionning Physicist"
"46","9caa8d52f1aa42a3a22d43a557b08cb3","1","default","other","2017-07-03 08:58:32","2017-07-03 09:04:27","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","f485d65e55","Data Scientist","1","1","3","1","Good introduction on how efficiently solve ""common"" bottlenecks in R code (thus bottlenecks are relatively easy to solve, provide significant performance increase, but do not take too much time or expertise to implement).",NA
"47","b4725571596a07beea561adcc9836412","1","touch","mobile","2017-07-03 09:37:42","2017-07-03 09:38:49","Mozilla/5.0 (Linux; Android 6.0.1; A0001 Build/MHC19Q) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","510346f756","Data Scientist","1","1","2","1","New tricks ",NA
"48","0bbd7db8b19706c4a333091625e498e1","1","default","other","2017-07-03 09:41:49","2017-07-03 09:43:26","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/603.2.5 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.5","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","bcff5116ce","Data Scientist","5","3","1","0","Become more efficient in my R coding :)",NA
"49","1516ca2d7e49b95ca32c2ef7f0028adc","1","default","other","2017-07-03 11:12:46","2017-07-03 11:17:02","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","724e897bff","Data Scientist","1","2","5","1","Best practices on code organization/writing clean and reusable code
Tips on writing unit tests",NA
"50","79d176d40f649814f91b30f149eec739","1","touch","mobile","2017-07-03 11:13:27","2017-07-03 11:15:04","Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-A300FU Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","f5811adbaa",NA,"8","8","3","1","improve speed in matrices calc","spatial analysis "
"51","fbacd851dacea9555c3cd45a5dc9d500","1","default","other","2017-07-03 11:27:05","2017-07-03 12:09:54","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","2a00:e040:c0c:4501::154","Data Scientist","5","5","2","0",NA,NA
"52","7478e167fc9ad0f490b8f1ff66a67cae","1","default","other","2017-07-03 12:06:04","2017-07-03 12:07:12","Mozilla/5.0 (X11; CrOS x86_64 9460.60.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.91 Safari/537.36","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","2a02:a03f:3c24:2f00:a4c4:81b9:75aa:49b0","Statistician","1","1","9","0","Basic Ideas",NA
"53","2001745287d6887ee8fcaadbcf5b1d9d","1","default","other","2017-07-03 12:52:52","2017-07-03 12:54:58","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","fcc9e3d29c","Statistician","1","1","5","1",NA,NA
"54","75b5f8f56c51bd407d10a47204e6eed9","1","touch","mobile","2017-07-03 13:33:52","2017-07-03 13:35:04","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","1099945248","Statistician","2","2","2","0","New skills",NA
"55","93dda93e4fdd898f64e4a43123b2c363","1","touch","mobile","2017-07-03 13:34:53","2017-07-03 13:35:55","Mozilla/5.0 (Linux; Android 5.0; LG-D855 Build/LRX21R.A1445306351) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","e3df2d9799","Statistician","6","2","1","0","Better skills in R programming",NA
"56","f355788207553804ab87d82103ace6e2","1","default","other","2017-07-03 13:39:44","2017-07-03 13:44:50","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","7ff25fb973","Statistician","1","1","3","0","To (in)validate believes about efficient ways to program in R, and simply learn new things",NA
"57","9aea24f901617c538f922e40be007eaa","1","touch","mobile","2017-07-03 13:44:35","2017-07-03 13:45:50","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","dc3d7061d3","Data Scientist","3","1","2","0",NA,NA
"58","470169449e905a449d6b191756812356","1","default","other","2017-07-03 13:53:49","2017-07-03 13:55:29","Mozilla/5.0 (Windows NT 6.1; rv:45.0) Gecko/20100101 Firefox/45.0","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","9cab57e39a","Data Scientist","1","1","2","1",NA,NA
"59","685fd8001a2e721975406381f5a3c303","1","default","other","2017-07-03 14:01:59","2017-07-03 14:03:26","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","67d18a9a8d","Data Scientist","1","1","1","0","Hands-on training on transition from not using pipes to using pipes to make code more readable/efficient.",NA
"60","e660d731bcf82207e5f8cb70602590d3","1","touch","mobile","2017-07-03 14:42:58","2017-07-03 14:45:13","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","67d18a9a8d","Manager","3","3","7","0","How to Organise the code
How to store, reuse",NA
"61","65518f705761e5ebcf1bc3731012e7b4","1","default","other","2017-07-03 14:55:56","2017-07-03 14:58:05","Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","d106b44fba","Data Scientist","4","2","2","0","Getting more efficient in handling big data :)",NA
"62","d7d669ce89e8ff18ee96051a48e502b6","1","default","other","2017-07-03 16:07:59","2017-07-03 16:10:16","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","69acdb0ef2","Statistician","7","5","1","0","Learn how to progra,mm efficient ;-)",NA
"63","679bf06163c8b122a630660bc61ff7c9","1","touch","mobile","2017-07-03 16:43:22","2017-07-03 16:44:04","Mozilla/5.0 (Linux; Android 7.0; SM-G930F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","0bc0e9b3f8","Data Scientist","8","9","1","1",NA,NA
"64","95328d1e9b0e048cab1bddccf200eefa","1","default","other","2017-07-03 16:43:54","2017-07-03 16:45:18","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","96644ed09f","Statistician","1","1","4","0",NA,NA
"65","0d68bc35242cba8b296743f334ef34c7","1","default","other","2017-07-03 17:41:30","2017-07-03 17:48:26","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36","https://csgillespie.typeform.com/to/Z8NnMV?typeform-embed=embed-fullpage","2001:981:f154:1:7957:9a74:357d:e3c9","Data Scientist","2","2","2","1","I hope to become better R programmer by using the language more efficiently.",NA
